,Area,Year,% of total country area cultivated,Arable land area,Cultivated area (arable land + permanent crops),Dependency ratio,Environmental Flow Requirements,GDP per capita,Gross Domestic Product (GDP),Groundwater produced internally,Groundwater: accounted inflow,Groundwater: entering the country (total),Long-term average annual precipitation in depth,Long-term average annual precipitation in volume,Overlap between surface water and groundwater,Overlap: between surface water and groundwater,Permanent crops area,Population density,Rural population,Surface water produced internally,Surface water: accounted flow of border rivers,Surface water: accounted inflow,Surface water: entering the country (total),Surface water: inflow not submitted to treaties,Surface water: inflow secured through treaties,Surface water: inflow submitted to treaties,Surface water: leaving the country to other countries (total),Surface water: outflow to other countries not submitted to treaties,Surface water: outflow to other countries secured through treaties,Surface water: outflow to other countries submitted to treaties,Surface water: total external renewable,Surface water: total flow of border rivers,Total area of the country (excl. coastal waters),Total internal renewable water resources (IRWR),Total internal renewable water resources per capita,Total population,Total renewable groundwater,Total renewable surface water,Total renewable water resources,Total renewable water resources per capita,Urban population,Water resources: total external renewable
843,Madagascar,2000,6.047000000000001,2950.0,3550.0,0.0,217.5,262.3,4400000000.0,55.0,0.0,0.0,1513.0,888.2,50.0,50.0,600.0,28.56,12135.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58704.0,337.0,20101.0,16765.0,55.0,332.0,337.0,20101.0,4630.0,0.0
844,Malawi,2000,25.15,2850.0,2980.0,6.597,9.529,291.0,3500000000.0,2.5,0.0,0.0,1181.0,139.9,2.5,2.5,130.0,101.4,10250.0,16.14,0.14,1.14,1.0,1.0,0.0,0.0,16.98,16.98,0.0,0.0,1.14,0.0,11848.0,16.14,1343.0,12014.0,2.5,17.28,17.28,1438.0,1764.0,1.14
845,Malaysia,2000,20.41,967.5,6752.0,0.0,385.0,4174.0,101000000000.0,64.0,0.0,0.0,2875.0,951.0,50.0,50.0,5785.0,73.15,8609.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33080.0,580.0,23968.0,24199.0,64.0,566.0,580.0,23968.0,15590.0,0.0
847,Mali,2000,4.0680000000000005,4900.0,5045.0,50.0,55.2,334.2,3890000000.0,20.0,0.0,0.0,282.0,349.7,10.0,10.0,145.0,9.385,8395.0,50.0,0.0,60.0,60.0,60.0,0.0,0.0,50.0,50.0,0.0,0.0,60.0,0.0,124019.0,60.0,5155.0,11639.0,20.0,110.0,120.0,10310.0,3244.0,60.0
850,Mauritania,2000,0.3997,400.0,412.0,96.49,1.222,461.0,1320000000.0,0.3,0.0,0.0,92.0,94.82,0.0,0.0,12.0,2.787,1410.0,0.1,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,103070.0,0.4,139.2,2873.0,0.3,11.1,11.4,3968.0,1463.0,11.0
852,Mexico,2000,13.09,23184.0,25708.0,11.53,195.3,7110.0,742000000000.0,150.0,0.0,0.0,758.0,1489.0,91.0,91.0,2524.0,53.12,23924.0,350.0,0.0,53.32,53.31,51.47,1.85,1.85,19.14,18.71,0.43200000000000005,0.43200000000000005,52.88,0.0,196438.0,409.0,3919.0,104356.0,150.0,402.9,461.9,4426.0,80432.0,52.88
855,Mongolia,2000,0.4846,756.0,758.0,0.0,21.18,571.4,1400000000.0,6.1,0.0,0.0,241.0,377.0,4.0,4.0,2.0,1.5630000000000002,995.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,26.4,26.4,0.0,0.0,0.0,0.0,156412.0,34.8,14239.0,2444.0,6.1,32.7,34.8,14239.0,1449.0,0.0
856,Morocco,2000,20.79,8402.0,9283.0,0.0,8.167,1431.0,42200000000.0,10.0,0.0,0.0,346.0,154.5,3.0,3.0,881.0,66.09,13687.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,44655.0,29.0,982.7,29512.0,10.0,22.0,29.0,982.7,15825.0,0.0
857,Mozambique,2000,5.88,4450.0,4700.0,53.8,133.0,262.9,5030000000.0,17.0,0.0,0.0,1032.0,825.0,14.0,14.0,250.0,23.94,13449.0,97.3,0.0,116.8,116.8,116.8,0.0,0.0,1.0,1.0,0.0,0.0,116.8,0.0,79938.0,100.3,5240.0,19140.0,17.0,214.1,217.1,11343.0,5691.0,116.8
859,Namibia,2000,0.9948,816.0,820.0,84.57,7.19,1713.0,3360000000.0,2.1,0.0,0.0,285.0,234.9,0.04,0.04,4.0,2.38,1301.0,4.1,22.75,33.75,11.0,10.95,0.05,0.05,9.65,9.65,0.0,0.0,33.75,53.86,82429.0,6.16,3140.0,1962.0,2.1,37.85,39.91,20341.0,661.2,33.75
861,Nepal,2000,16.68,2335.0,2455.0,5.709,95.94,246.3,6050000000.0,20.0,0.0,0.0,1500.0,220.8,20.0,20.0,120.0,166.9,21128.0,198.2,0.0,12.0,12.0,12.0,0.0,0.0,210.2,210.2,0.0,0.0,12.0,0.0,14718.0,198.2,8068.0,24566.0,20.0,210.2,210.2,8557.0,3438.0,12.0
862,Netherlands,2000,22.85,916.0,949.0,87.91,38.33,28864.0,465000000000.0,4.5,0.0,0.0,778.0,32.31,4.5,4.5,33.0,387.9,3418.0,11.0,0.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,4153.0,11.0,682.8,16110.0,4.5,91.0,91.0,5649.0,12692.0,80.0
864,Nicaragua,2000,17.4,2000.0,2268.0,5.051,107.2,1010.0,5220000000.0,59.0,0.0,0.0,2280.0,297.2,55.39,55.39,268.0,39.67,2274.0,152.6,0.0,8.31,8.31,8.31,0.0,0.0,0.0,0.0,0.0,0.0,8.31,0.0,13037.0,156.2,30201.0,5172.0,59.0,160.9,164.5,31806.0,2898.0,8.31
865,Niger,2000,11.05,13960.0,14000.0,89.72,10.61,177.8,2170000000.0,2.5,0.0,0.0,151.0,191.3,0.0,0.0,40.0,9.634,10272.0,1.0,1.35,30.55,29.2,29.2,0.0,0.0,32.4,32.4,0.0,0.0,30.55,2.7,126700.0,3.5,286.7,12206.0,2.5,31.55,34.05,2790.0,1934.0,30.55
866,Nigeria,2000,43.63,34000.0,40300.0,22.78,157.2,459.5,59100000000.0,87.0,0.0,0.0,1150.0,1062.0,80.0,80.0,6300.0,139.3,81489.0,214.0,0.0,65.2,65.2,65.2,0.0,0.0,2.9,2.9,0.0,0.0,65.2,0.0,92377.0,221.0,1718.0,128667.0,87.0,279.2,286.2,2224.0,47178.0,65.2
869,Norway,2000,2.292,878.0,883.0,2.799,261.5,42895.0,195000000000.0,96.0,0.0,0.0,1414.0,544.6,90.0,90.0,5.0,11.8,1053.0,376.0,0.0,11.0,11.0,11.0,0.0,0.0,10.0,10.0,0.0,0.0,11.0,0.0,38518.0,382.0,84030.0,4546.0,96.0,387.0,393.0,86450.0,3493.0,11.0
872,Pakistan,2000,40.05,31220.0,31884.0,77.71,83.79,499.9,72300000000.0,55.0,0.0,0.0,494.0,393.3,47.4,47.4,664.0,181.7,94133.0,47.4,0.0,191.8,265.1,21.5,170.3,243.6,10.72,10.72,0.0,0.0,191.8,0.0,79610.0,55.0,380.2,144654.0,55.0,239.2,246.8,1706.0,50521.0,191.8
874,Panama,2000,9.387,548.0,708.0,1.9409999999999998,4.864,4126.0,13000000000.0,21.0,0.0,0.0,2928.0,220.8,17.6,17.6,160.0,41.75,1153.0,133.2,2.7039999999999997,2.7039999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7039999999999997,5.409,7542.0,136.6,43379.0,3149.0,21.0,135.9,139.3,44236.0,1996.0,2.7039999999999997
875,Papua New Guinea,2000,1.7719999999999998,220.0,820.0,0.0,504.5,511.7,3000000000.0,211.6,0.0,0.0,3142.0,1454.0,211.6,211.6,600.0,12.67,5117.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46284.0,801.0,136643.0,5862.0,211.6,801.0,801.0,136643.0,745.1,0.0
876,Paraguay,2000,8.133,3210.0,3308.0,69.83,256.3,1148.0,6330000000.0,41.64,0.0,0.0,1130.0,459.6,41.64,41.64,98.0,13.54,2356.0,117.0,197.5,270.8,73.27,73.27,0.0,0.0,125.6,125.6,0.0,0.0,270.8,395.1,40675.0,117.0,21238.0,5509.0,41.64,387.8,387.8,70394.0,3153.0,270.8
877,Peru,2000,3.725,3815.0,4787.0,12.7,1343.0,2046.0,54400000000.0,303.0,0.0,0.0,1738.0,2234.0,303.0,303.0,972.0,20.7,6861.0,1641.0,110.0,238.8,128.8,128.8,0.0,0.0,1868.0,1868.0,0.0,0.0,238.8,250.0,128522.0,1641.0,61689.0,26601.0,303.0,1880.0,1880.0,70674.0,19740.0,238.8
878,Philippines,2000,32.12,4935.0,9635.0,0.0,151.9,1000.0,81400000000.0,180.0,0.0,0.0,2348.0,704.4,145.0,145.0,4700.0,271.2,42969.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,479.0,5888.0,81352.0,180.0,444.0,479.0,5888.0,38383.0,0.0
883,Republic of Korea,2000,18.71,1674.0,1863.0,6.957999999999999,35.44,12686.0,609000000000.0,13.3,0.0,0.0,1274.0,126.9,10.7,10.7,189.0,482.0,10751.0,62.25,0.0,4.85,4.85,4.85,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,9959.0,64.85,1351.0,48005.0,13.3,67.1,69.7,1452.0,37254.0,4.85
885,Romania,2000,41.36,9376.0,9859.0,80.01,105.2,2113.0,46200000000.0,8.38,0.08,0.08,637.0,151.9,8.0,8.0,483.0,91.68,10112.0,42.0,1.45,169.5,168.1,168.1,0.0,0.0,22.5,22.5,0.0,0.0,169.5,2.9,23839.0,42.38,1939.0,21855.0,8.46,211.5,212.0,9700.0,11743.0,169.6
887,Rwanda,2000,51.86,1116.0,1366.0,28.57,10.28,196.5,1680000000.0,7.0,0.0,0.0,1212.0,31.92,7.0,7.0,250.0,324.1,7028.0,9.5,0.0,3.8,3.8,3.8,0.0,0.0,6.145,6.145,0.0,0.0,3.8,0.0,2634.0,9.5,1113.0,8536.0,7.0,13.3,13.3,1558.0,1508.0,3.8
895,Senegal,2000,15.76,3050.0,3100.0,33.8,20.16,513.0,5330000000.0,3.5,0.0,0.0,686.0,134.9,1.5,1.5,50.0,52.85,6175.0,23.8,11.0,13.17,2.17,2.17,0.0,0.0,5.4,5.4,0.0,0.0,13.17,22.0,19671.0,25.8,2481.0,10397.0,3.5,36.97,38.97,3748.0,4222.0,13.17
897,Sierra Leone,2000,14.25,910.1,1030.0,0.0,117.2,250.0,1240000000.0,25.0,0.0,0.0,2526.0,182.6,15.0,15.0,120.0,68.56,3335.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7230.0,160.0,32278.0,4957.0,25.0,150.0,160.0,32278.0,1622.0,0.0
903,South Africa,2000,11.57,13700.0,14100.0,12.84,20.12,2445.0,115000000000.0,4.8,0.0,0.0,495.0,603.4,3.0,3.0,400.0,38.57,20284.0,43.0,0.0,6.6,6.6,4.3919999999999995,2.208,2.208,10.85,10.55,0.05,0.05,6.55,0.0,121909.0,44.8,952.7,47026.0,4.8,49.55,51.35,1092.0,26742.0,6.55
905,Sri Lanka,2000,29.2,936.0,1916.0,0.0,38.54,867.6,16500000000.0,7.8,0.0,0.0,1712.0,112.3,7.0,7.0,980.0,290.5,15511.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6561.0,52.8,2770.0,19059.0,7.8,52.0,52.8,2770.0,3548.0,0.0
906,Suriname,2000,0.3174,45.0,52.0,0.0,83.41,2233.0,1080000000.0,90.0,0.0,0.0,2331.0,381.9,90.0,90.0,7.0,2.948,163.3,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16382.0,99.0,204969.0,483.0,90.0,99.0,99.0,204969.0,319.7,0.0
907,Sweden,2000,5.952000000000001,2677.0,2680.0,1.724,104.7,29593.0,264000000000.0,20.0,0.0,0.0,624.0,281.0,19.0,19.0,3.0,19.81,1424.0,170.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,45030.0,171.0,19168.0,8921.0,20.0,173.0,174.0,19505.0,7497.0,3.0
908,Switzerland,2000,10.47,408.3,432.3,24.49,27.28,41552.0,301000000000.0,2.5,0.0,0.0,1537.0,63.46,2.5,2.5,24.0,175.4,1932.0,40.4,0.0,13.1,13.1,13.1,0.0,0.0,40.4,40.4,0.0,0.0,13.1,0.0,4129.0,40.4,5577.0,7244.0,2.5,53.5,53.5,7385.0,5312.0,13.1
911,Thailand,2000,36.81,15389.0,18889.0,48.81,189.6,2091.0,134000000000.0,41.9,0.0,0.0,1622.0,832.3,30.69,30.69,3500.0,124.9,42523.0,213.3,214.1,214.1,0.0,0.0,0.0,0.0,61.25,61.25,0.0,0.0,214.1,480.0,51312.0,224.5,3504.0,64073.0,41.9,427.4,438.6,6845.0,21550.0,214.1
913,Togo,2000,44.11,2375.0,2505.0,21.77,8.125,280.8,1470000000.0,5.7,0.0,0.0,1168.0,66.33,5.0,5.0,130.0,92.46,3519.0,10.8,0.0,3.2,3.2,3.2,0.0,0.0,9.592,9.592,0.0,0.0,3.2,0.0,5679.0,11.5,2190.0,5251.0,5.7,14.0,14.7,2799.0,1732.0,3.2
916,Trinidad and Tobago,2000,10.33,30.0,53.0,0.0,2.186,7049.0,9010000000.0,0.614,0.0,0.0,2200.0,11.29,0.514,0.514,23.0,249.1,1145.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,3.84,3005.0,1278.0,0.614,3.74,3.84,3005.0,133.1,0.0
917,Tunisia,2000,30.0,2771.0,4908.0,9.101,0.6767,2346.0,23100000000.0,1.495,0.1,0.1,207.0,33.87,0.4,0.4,2137.0,60.29,3605.0,3.1,0.0,0.32,0.32,0.32,0.0,0.0,0.16,0.177,0.0,0.0,0.32,0.0,16361.0,4.195,425.3,9864.0,1.595,3.42,4.615,467.9,6259.0,0.42
918,Turkey,2000,33.84,23994.0,26579.0,1.518,76.97,3577.0,233000000000.0,69.0,-1.2,0.0,593.0,465.7,28.0,28.0,2585.0,82.95,22259.0,186.0,2.9,4.7,1.8,1.8,0.0,0.0,60.12,41.22,18.9,15.75,-14.2,5.8,78535.0,227.0,3485.0,65143.0,67.8,171.8,211.6,3248.0,42884.0,-15.4
921,Uganda,2000,31.88,5600.0,7700.0,35.11,49.17,240.2,6180000000.0,29.0,0.0,0.0,1180.0,285.0,29.0,29.0,2100.0,106.5,22539.0,39.0,0.0,21.1,21.1,21.1,0.0,0.0,37.0,37.0,0.0,0.0,21.1,0.0,24155.0,39.0,1516.0,25718.0,29.0,60.1,60.1,2337.0,3179.0,21.1
924,United Kingdom,2000,23.96,5786.0,5836.0,1.361,88.35,28307.0,1680000000000.0,9.8,0.0,0.0,1220.0,297.2,9.0,9.0,50.0,243.6,12370.0,144.2,0.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,24361.0,145.0,2443.0,59349.0,9.8,146.2,147.0,2477.0,46979.0,2.0
926,United States of America,2000,18.24,172977.0,175707.0,8.179,1491.0,38260.0,11000000000000.0,1383.0,0.0,0.0,715.0,6887.0,1227.0,1227.0,2730.0,29.85,57007.0,2662.0,0.0,251.0,251.0,251.0,0.0,0.0,10.5,10.5,0.0,0.0,251.0,0.0,963203.0,2818.0,9802.0,287507.0,1383.0,2913.0,3069.0,10675.0,230500.0,251.0
927,Uruguay,2000,8.075,1381.0,1423.0,46.46,134.8,4088.0,13600000000.0,22.9,0.0,0.0,1300.0,229.1,22.9,22.9,42.0,18.89,248.0,92.2,75.0,80.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,150.0,17622.0,92.2,27704.0,3328.0,22.9,172.2,172.2,51743.0,3080.0,80.0
930,Venezuela (Bolivarian Republic of),2000,3.6180000000000003,2500.0,3300.0,39.25,1025.0,3656.0,92900000000.0,227.0,0.0,0.0,2044.0,1864.0,204.7,204.7,800.0,27.86,3004.0,782.7,25.0,520.0,495.0,495.0,0.0,0.0,160.0,160.0,0.0,0.0,520.0,50.0,91205.0,805.0,31682.0,25409.0,227.0,1303.0,1325.0,52147.0,22405.0,520.0
931,Viet Nam,2000,26.76,6600.0,8813.0,59.35,432.6,463.0,37900000000.0,71.42,0.0,0.0,1821.0,599.7,35.0,35.0,2213.0,248.9,60898.0,323.0,0.0,524.7,524.7,524.7,0.0,0.0,37.15,37.15,0.0,0.0,524.7,0.0,32930.0,359.4,4385.0,81956.0,71.42,847.7,884.1,10787.0,21058.0,524.7
933,Zambia,2000,3.4760000000000004,2582.0,2616.0,23.47,49.36,377.1,4190000000.0,47.0,0.0,0.0,1020.0,767.7,47.0,47.0,34.0,14.78,7362.0,80.2,0.0,24.6,24.6,24.6,0.0,0.0,104.3,104.3,0.0,0.0,24.6,0.0,75261.0,80.2,7212.0,11120.0,47.0,104.8,104.8,9424.0,3758.0,24.6
934,Zimbabwe,2000,9.597000000000001,3650.0,3750.0,38.7,9.347999999999999,507.3,6340000000.0,6.0,0.0,0.0,657.0,256.7,5.0,5.0,100.0,31.99,8129.0,11.26,7.74,7.74,0.0,0.0,0.0,0.0,14.14,14.14,0.0,0.0,7.74,39.9,39076.0,12.26,980.7,12501.0,6.0,19.0,20.0,1600.0,4372.0,7.74
936,Albania,2005,24.28,578.0,698.0,10.93,13.56,3539.0,10700000000.0,6.2,0.0,0.0,1485.0,42.69,2.35,2.35,120.0,105.2,1476.0,23.05,0.0,3.3,3.3,3.3,0.0,0.0,11.5,11.5,0.0,0.0,3.3,0.0,2875.0,26.9,8896.0,3024.0,6.2,26.35,30.2,9987.0,1548.0,3.3
937,Algeria,2005,3.523,7469.0,8390.0,3.5989999999999998,4.56,3936.0,135000000000.0,1.4869999999999999,0.03,0.03,89.0,212.0,0.0,0.0,921.0,14.4,11365.0,9.76,0.0,0.39,0.39,0.39,0.0,0.0,0.32,0.32,0.0,0.0,0.39,0.0,238174.0,11.25,328.0,34300.0,1.517,10.15,11.67,340.2,22935.0,0.42
941,Argentina,2005,13.46,36433.0,37433.0,66.67,515.8,8231.0,329000000000.0,128.0,0.0,0.0,591.0,1643.0,112.0,112.0,1000.0,14.38,4397.0,276.0,67.94,584.2,516.3,516.3,0.0,0.0,48.0,48.0,0.0,0.0,584.2,135.9,278040.0,292.0,7305.0,39970.0,128.0,860.2,876.2,21921.0,35573.0,584.2
943,Australia,2005,5.752000000000001,44140.0,44530.0,0.0,243.3,40722.0,853000000000.0,72.0,0.0,0.0,534.0,4134.0,20.0,20.0,390.0,2.7060000000000004,2187.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774122.0,492.0,23488.0,20947.0,72.0,440.0,492.0,23488.0,18760.0,0.0
944,Austria,2005,17.22,1376.0,1444.0,29.21,41.51,46439.0,386000000000.0,6.0,0.0,0.0,1110.0,93.11,6.0,6.0,68.0,99.09,2840.0,55.0,0.0,22.7,22.7,22.7,0.0,0.0,77.7,77.7,0.0,0.0,22.7,0.0,8388.0,55.0,6617.0,8312.0,6.0,77.7,77.7,9348.0,5472.0,22.7
948,Bangladesh,2005,58.37,7816.0,8666.0,91.44,600.3,541.1,79600000000.0,21.09,0.032,0.032,2666.0,395.8,0.0,0.0,850.0,991.1,105784.0,83.91,0.0,1122.0,1122.0,1122.0,0.0,0.0,0.057,0.057,0.0,0.0,1122.0,0.0,14846.0,105.0,713.6,147139.0,21.12,1206.0,1227.0,8339.0,41355.0,1122.0
952,Belize,2005,4.441,70.0,102.0,29.79,13.72,4325.0,1290000000.0,7.51,0.0,0.0,1705.0,39.16,7.51,7.51,32.0,12.99,167.4,15.26,0.43200000000000005,6.474,6.042000000000001,6.042000000000001,0.0,0.0,0.0,0.0,0.0,0.0,6.474,0.8640000000000001,2297.0,15.26,51139.0,298.4,7.51,21.73,21.73,72822.0,131.0,6.474
953,Benin,2005,24.31,2500.0,2790.0,60.97,13.06,706.0,5970000000.0,1.8,0.0,0.0,1039.0,119.2,1.5,1.5,290.0,73.68,4911.0,10.0,16.09,16.09,0.0,0.0,0.0,0.0,5.8,5.8,0.0,0.0,16.09,32.19,11476.0,10.3,1218.0,8455.0,1.8,26.09,26.39,3121.0,3544.0,16.09
954,Bhutan,2005,4.064,136.3,156.0,0.0,54.1,1741.0,1200000000.0,8.1,0.0,0.0,2200.0,84.46,8.1,8.1,19.7,17.9,466.4,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,3839.0,78.0,113537.0,687.0,8.1,78.0,78.0,113537.0,220.6,0.0
955,Bolivia (Plurinational State of),2005,3.9960000000000004,4171.0,4390.0,47.13,396.6,1390.0,13100000000.0,130.0,0.0,0.0,1146.0,1259.0,103.9,103.9,219.0,8.594,3141.0,277.4,11.5,270.5,259.0,259.0,0.0,0.0,566.0,566.0,0.0,0.0,270.5,15.0,109858.0,303.5,32147.0,9441.0,130.0,547.9,574.0,60799.0,6300.0,270.5
957,Botswana,2005,0.3163,182.0,184.0,80.39,2.677,5715.0,10900000000.0,1.7,0.0,0.0,416.0,242.0,0.1,0.1,2.0,3.29,850.0,0.8,0.8,9.84,9.04,9.04,0.0,0.0,0.6,0.6,0.0,0.0,9.84,1.6,58173.0,2.4,1254.0,1914.0,1.7,10.64,12.24,6395.0,1064.0,9.84
958,Brazil,2005,8.882,68388.0,75638.0,34.53,6532.0,7329.0,1400000000000.0,645.6,0.0,0.0,1761.0,14995.0,645.6,645.6,7250.0,22.43,32478.0,5661.0,0.0,2986.0,2986.0,2986.0,0.0,0.0,585.7,585.7,0.0,0.0,2986.0,0.0,851577.0,5661.0,29635.0,191027.0,645.6,8647.0,8647.0,45266.0,158549.0,2986.0
959,Brunei Darussalam,2005,1.386,3.0,8.0,0.0,5.846,32669.0,12200000000.0,0.1,0.0,0.0,2722.0,15.71,0.1,0.1,5.0,64.97,91.3,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,8.5,22673.0,374.9,0.1,8.5,8.5,22673.0,283.6,0.0
960,Bulgaria,2005,29.5,3085.0,3274.0,1.4080000000000001,7.771,5916.0,44800000000.0,6.4,0.0,0.0,608.0,67.49,5.5,5.5,189.0,68.17,2176.0,20.1,0.0,0.3,0.3,0.3,0.0,0.0,16.9,16.9,0.0,0.0,0.3,179.0,11100.0,21.0,2775.0,7567.0,6.4,20.4,21.3,2815.0,5391.0,0.3
961,Burkina Faso,2005,18.12,4900.0,4970.0,7.407,3.04,475.1,6770000000.0,9.5,0.0,0.0,748.0,205.1,5.0,5.0,70.0,51.97,10955.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,15.2,15.2,0.0,0.0,1.0,0.0,27422.0,12.5,877.1,14252.0,9.5,9.0,13.5,947.2,3297.0,1.0
962,Burundi,2005,44.92,850.0,1250.0,19.75,9.788,170.8,1360000000.0,7.47,0.0,0.0,1274.0,35.46,7.47,7.47,400.0,285.3,7118.0,10.06,2.35,2.476,0.126,0.126,0.0,0.0,7.6,7.6,0.0,0.0,2.476,4.7,2783.0,10.06,1267.0,7940.0,7.47,12.54,12.54,1579.0,821.5,2.476
965,Cameroon,2005,15.17,5963.0,7213.0,3.585,213.4,1111.0,20400000000.0,100.0,0.0,0.0,1604.0,762.6,95.0,95.0,1250.0,38.69,8896.0,268.0,6.15,10.15,4.0,4.0,0.0,0.0,40.0,40.0,0.0,0.0,10.15,12.3,47544.0,273.0,14841.0,18395.0,100.0,278.1,283.1,15390.0,9499.0,10.15
968,Chad,2005,3.373,4300.0,4331.0,67.18,25.22,801.7,8640000000.0,11.5,0.0,0.0,322.0,413.4,10.0,10.0,31.0,8.392999999999999,8437.0,13.5,0.0,30.7,30.7,30.7,0.0,0.0,10.15,10.15,0.0,0.0,30.7,0.0,128400.0,15.0,1392.0,10776.0,11.5,44.2,45.7,4241.0,2339.0,30.7
969,Chile,2005,2.274,1262.0,1719.0,4.123,529.3,10490.0,173000000000.0,140.0,0.0,0.0,1522.0,1151.0,140.0,140.0,457.0,21.81,1836.0,885.0,0.0,38.06,38.06,38.06,0.0,0.0,3.15,3.15,0.0,0.0,38.06,0.0,75610.0,885.0,53662.0,16492.0,140.0,923.1,923.1,55973.0,14656.0,38.06
970,China,2005,12.77,109085.0,122566.0,0.9619,1471.0,2575.0,3520000000000.0,828.8,0.0,0.0,645.0,6192.0,727.9,727.9,13481.0,142.4,739697.0,2712.0,10.15,27.32,17.17,17.17,0.0,0.0,718.8,718.8,0.0,0.0,27.32,20.3,960000.0,2813.0,2058.0,1367036.0,828.8,2739.0,2840.0,2077.0,627339.0,27.32
971,Colombia,2005,3.127,1998.0,3570.0,9.11,1692.0,4665.0,207000000000.0,510.0,0.0,0.0,3240.0,3699.0,510.0,510.0,1572.0,38.87,11371.0,2145.0,0.0,215.0,215.0,215.0,0.0,0.0,1375.0,1375.0,0.0,0.0,215.0,0.0,114175.0,2145.0,48338.0,44375.0,510.0,2360.0,2360.0,53183.0,33004.0,215.0
975,Costa Rica,2005,9.785,200.0,500.0,0.0,54.4,6025.0,26300000000.0,37.31,0.0,0.0,2926.0,149.5,37.31,37.31,300.0,85.5,1326.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,9.655,9.655,0.0,0.0,0.0,0.0,5110.0,113.0,25864.0,4369.0,37.31,113.0,113.0,25864.0,3043.0,0.0
977,Cuba,2005,36.32,3573.0,3991.0,0.0,9.055,5184.0,58600000000.0,6.48,0.0,0.0,1335.0,146.7,0.0,0.0,418.0,102.9,2679.0,31.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10989.0,38.12,3372.0,11304.0,6.48,31.64,38.12,3372.0,8625.0,0.0
978,Cyprus,2005,15.71,109.8,145.3,0.0,0.0484,22290.0,23700000000.0,0.41,0.0,0.0,498.0,4.606,0.19,0.19,35.5,115.0,341.3,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,0.78,733.1,1064.0,0.41,0.56,0.78,733.1,722.7,0.0
983,Democratic Republic of the Congo,2005,3.177,6700.0,7450.0,29.85,981.7,286.5,16700000000.0,421.0,0.0,0.0,1543.0,3618.0,420.0,420.0,750.0,24.91,36430.0,899.0,0.0,383.0,383.0,383.0,0.0,0.0,3.301,3.301,0.0,0.0,383.0,0.0,234486.0,900.0,15406.0,58418.0,421.0,1282.0,1283.0,21962.0,21988.0,383.0
984,Denmark,2005,53.68,2306.0,2313.0,0.0,2.302,58501.0,320000000000.0,4.3,0.0,0.0,703.0,30.29,2.0,2.0,7.0,126.9,752.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4309.0,6.0,1097.0,5470.0,4.3,3.7,6.0,1097.0,4718.0,0.0
987,Dominican Republic,2005,25.07,820.0,1220.0,0.0,5.456,4637.0,44100000000.0,4.1610000000000005,0.0,0.0,1410.0,68.62,4.1610000000000005,4.1610000000000005,400.0,195.3,2772.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,1.015,1.015,0.0,0.0,0.0,0.0,4867.0,23.5,2473.0,9504.0,4.1610000000000005,23.5,23.5,2473.0,6732.0,0.0
